probeID,CpG_chrm,CpG_beg,b,ch,ez,su,pr
cg00153106,chr5,173244557.0,173244557,chr5,424.3641052246094,516.4088134765625,470.38645935058594
cg02115599,chr7,27204944.0,27204944,chr7,417.18206787109375,520.2263793945312,468.7042236328125
cg04227922,chr2,118857919.0,118857919,chr2,444.7751770019531,492.4588928222656,468.6170349121094
cg00982919,chr9,124012983.0,124012983,chr9,450.1308288574219,486.52880859375,468.32981872558594
cg24801587,chr7,155451405.0,155451405,chr7,425.4381408691406,511.1309509277344,468.2845458984375
cg19341977,chr15,76340471.0,76340471,chr15,459.18365478515625,475.051025390625,467.1173400878906
cg05769349,chr12,114409237.0,114409237,chr12,425.18896484375,505.32977294921875,465.2593688964844
cg03807298,chr5,174732035.0,174732035,chr5,428.287841796875,499.6313781738281,463.95960998535156
cg12815918,chr13,27924406.0,27924406,chr13,423.52374267578125,502.6723327636719,463.09803771972656
cg20457275,chr6,1393835.0,1393835,chr6,413.89813232421875,509.8213806152344,461.85975646972656
cg16509851,chr4,173509462.0,173509462,chr4,419.2516784667969,503.5202941894531,461.385986328125
cg15382095,chr17,39606113.0,39606113,chr17,390.2297058105469,530.2274169921875,460.2285614013672
cg03219908,chr5,173232508.0,173232508,chr5,455.1958923339844,463.2903747558594,459.2431335449219
cg26551913,chr10,100748528.0,100748528,chr10,437.9177551269531,479.80706787109375,458.86241149902344
cg10029186,chr4,173509619.0,173509619,chr4,388.7998962402344,528.627197265625,458.7135467529297
cg18705773,chr5,171316559.0,171316559,chr5,423.1764221191406,491.32965087890625,457.25303649902344
cg22108469,chr5,174731980.0,174731980,chr5,422.497802734375,491.90118408203125,457.1994934082031
cg21545862,chr5,174732290.0,174732290,chr5,392.7375183105469,517.99658203125,455.36705017089844
cg20987938,chr7,155451453.0,155451453,chr7,408.7450256347656,501.9718322753906,455.3584289550781
cg03465861,chr15,76338318.0,76338318,chr15,389.713623046875,519.6900024414062,454.7018127441406
cg02288088,chr2,118858028.0,118858028,chr2,412.21258544921875,496.93975830078125,454.576171875
cg10606834,chr17,61454835.0,61454835,chr17,409.27215576171875,499.7147521972656,454.4934539794922
cg09854003,chr5,171316454.0,171316454,chr5,432.0447082519531,476.7872619628906,454.4159851074219
cg03742238,chr4,41746658.0,41746658,chr4,365.6412658691406,543.0582275390625,454.34974670410156
cg19971388,chr8,11702265.0,11702265,chr8,430.4957580566406,476.8165588378906,453.6561584472656
cg22511262,chr11,32433645.0,32433645,chr11,378.70404052734375,527.8594970703125,453.2817687988281
cg23342516,chr9,130663505.0,130663505,chr9,416.3514404296875,489.2951354980469,452.8232879638672
cg08465346,chr12,54047673.0,54047673,chr12,415.4587097167969,490.1105041503906,452.78460693359375
cg26099134,chr6,100449432.0,100449432,chr6,391.8394470214844,513.6446533203125,452.74205017089844
cg16749235,chr8,26043905.0,26043905,chr8,394.0875549316406,511.04541015625,452.5664825439453
cg13398482,chr9,93952973.0,93952973,chr9,392.3836669921875,512.5523681640625,452.468017578125
cg03774514,chr20,22583063.0,22583063,chr20,432.3861999511719,471.64141845703125,452.01380920410156
cg12221475,chr6,1390386.0,1390386,chr6,383.8428649902344,519.761474609375,451.8021697998047
cg22578843,chr13,27921460.0,27921460,chr13,428.27978515625,475.1278076171875,451.70379638671875
cg14290904,chr14,36517379.0,36517379,chr14,371.47869873046875,530.475341796875,450.9770202636719
cg08351004,chr2,172100921.0,172100921,chr2,423.3880615234375,477.85833740234375,450.6231994628906
cg21147648,chr15,67826625.0,67826625,chr15,406.1772766113281,493.6850280761719,449.93115234375
cg04109923,chr13,27921462.0,27921462,chr13,427.31866455078125,470.75433349609375,449.0364990234375
cg05060949,chr7,157005886.0,157005886,chr7,437.48773193359375,460.2626647949219,448.8751983642578
cg21908235,chr1,147080194.0,147080194,chr1,408.1229553222656,489.1444396972656,448.6336975097656
cg02400433,chr6,99607110.0,99607110,chr6,391.01422119140625,506.1798400878906,448.59703063964844
cg01336781,chr8,23705668.0,23705668,chr8,409.95794677734375,485.6078186035156,447.7828826904297
cg21227848,chr8,11702286.0,11702286,chr8,424.31488037109375,469.7293701171875,447.0221252441406
cg14754787,chr17,36942302.0,36942302,chr17,416.6552734375,476.209228515625,446.4322509765625
cg00588871,chr17,39599244.0,39599244,chr17,401.1123962402344,490.72857666015625,445.9204864501953
cg23306464,chr4,4866628.0,4866628,chr4,439.5354919433594,451.3833923339844,445.4594421386719
cg24306982,chr1,119006688.0,119006688,chr1,408.02227783203125,480.1587829589844,444.0905303955078
cg25356457,chr10,101223657.0,101223657,chr10,416.8087158203125,470.7226867675781,443.7657012939453
cg19697981,chr6,108166615.0,108166615,chr6,400.7514343261719,485.9747314453125,443.3630828857422
cg11813976,chr8,26043818.0,26043818,chr8,415.8779602050781,470.7226867675781,443.3003234863281
cg23754392,chr10,22322524.0,22322524,chr10,416.3514404296875,470.1080322265625,443.229736328125
cg05462543,chr7,155459020.0,155459020,chr7,420.947021484375,465.11688232421875,443.0319519042969
cg16764637,chr7,27155111.0,27155111,chr7,399.857421875,486.12432861328125,442.9908752441406
cg00143249,chr7,157006115.0,157006115,chr7,417.5916748046875,467.8556823730469,442.7236785888672
cg09887284,chr12,53994362.0,53994362,chr12,425.18896484375,459.7135314941406,442.4512481689453
cg03404143,chr10,101227215.0,101227215,chr10,443.2469482421875,440.4937744140625,441.870361328125
cg12544191,chr5,173244750.0,173244750,chr5,423.0335998535156,459.6914978027344,441.362548828125
cg05560435,chr5,173244522.0,173244522,chr5,407.5235900878906,475.1279602050781,441.3257751464844
cg14639163,chr2,218873806.0,218873806,chr2,380.7457275390625,501.4344482421875,441.090087890625
cg05514256,chr2,45004751.0,45004751,chr2,378.32562255859375,503.0690612792969,440.6973419189453
cg22627293,chr1,50427553.0,50427553,chr1,397.6552734375,482.29644775390625,439.9758605957031
cg24983523,chr13,27921500.0,27921500,chr13,416.2439270019531,462.0837707519531,439.1638488769531
cg05402599,chr2,218982073.0,218982073,chr2,381.36480712890625,496.6317443847656,438.99827575683594
cg08985063,chr4,4865072.0,4865072,chr4,414.4173278808594,463.2903747558594,438.8538513183594
cg09554509,chr7,27199290.0,27199290,chr7,405.0827941894531,472.0137634277344,438.54827880859375
cg02344820,chr7,155374815.0,155374815,chr7,388.7192077636719,487.60101318359375,438.1601104736328
cg03874199,chr2,176099727.0,176099727,chr2,407.9181213378906,467.51043701171875,437.7142791748047
cg23267759,chr18,22171373.0,22171373,chr18,417.3549499511719,457.14569091796875,437.2503204345703
cg11513700,chr7,27205676.0,27205676,chr7,390.5733642578125,483.6197814941406,437.09657287597656
cg20637609,chr17,48747648.0,48747648,chr17,386.58953857421875,486.12432861328125,436.35693359375
cg25738714,chr1,50427985.0,50427985,chr1,389.2492370605469,483.1180725097656,436.18365478515625
cg16605327,chr12,114409043.0,114409043,chr12,360.1982116699219,511.9189453125,436.05857849121094
cg21046967,chr17,39606201.0,39606201,chr17,383.43072509765625,488.6518859863281,436.0413055419922
cg13476854,chr1,119006639.0,119006639,chr1,402.5536804199219,469.52667236328125,436.04017639160156
cg20557801,chr15,67828838.0,67828838,chr15,399.5733337402344,472.0400390625,435.8066864013672
cg16303918,chr2,218983805.0,218983805,chr2,389.92498779296875,481.13616943359375,435.53057861328125
cg20175390,chr2,118841882.0,118841882,chr2,419.6878967285156,450.5129089355469,435.10040283203125
cg16202340,chr4,4866111.0,4866111,chr4,420.43719482421875,449.58941650390625,435.0133056640625
cg08694680,chr19,1754700.0,1754700,chr19,364.62017822265625,505.1260986328125,434.8731384277344
cg00756451,chr12,114404894.0,114404894,chr12,378.69097900390625,490.7868957519531,434.7389373779297
cg27009703,chr7,27165274.0,27165274,chr7,406.4205322265625,461.60626220703125,434.0133972167969
cg02694427,chr2,176099783.0,176099783,chr2,400.5047912597656,467.376220703125,433.9405059814453
cg22541735,chr2,176123474.0,176123474,chr2,401.64031982421875,465.4891052246094,433.56471252441406
cg16092786,chr11,32434188.0,32434188,chr11,404.99029541015625,461.5904235839844,433.2903594970703
cg22730140,chr5,173233992.0,173233992,chr5,410.3471374511719,455.5777587890625,432.9624481201172
cg08190858,chr12,53927561.0,53927561,chr12,355.32147216796875,510.43792724609375,432.87969970703125
cg23493510,chr17,49971910.0,49971910,chr17,406.5227966308594,459.1997985839844,432.8612976074219
cg09792881,chr1,50418871.0,50418871,chr1,356.5878601074219,508.9507751464844,432.7693176269531
cg08248516,chr7,27155125.0,27155125,chr7,385.01470947265625,479.6985778808594,432.3566436767578
cg25456468,chr12,54000331.0,54000331,chr12,370.5369873046875,493.9271240234375,432.2320556640625
cg27533288,chr10,117137264.0,117137264,chr10,331.3150329589844,532.5966186523438,431.95582580566406
cg05247305,chr8,11680252.0,11680252,chr8,405.4580993652344,457.9232482910156,431.690673828125
cg20552282,chr20,21706089.0,21706089,chr20,398.5929870605469,464.38140869140625,431.48719787597656
cg05395403,chr13,27922503.0,27922503,chr13,402.632568359375,459.7152404785156,431.1739044189453
cg02550231,chr13,27968149.0,27968149,chr13,390.5733642578125,471.251220703125,430.91229248046875
cg14236662,chr2,176123555.0,176123555,chr2,402.06744384765625,459.6028747558594,430.8351593017578
cg01354473,chr7,27165183.0,27165183,chr7,394.6839599609375,464.7647705078125,429.724365234375
cg06566775,chr5,135041081.0,135041081,chr5,390.2275085449219,468.43389892578125,429.33070373535156
cg02730156,chr21,36697649.0,36697649,chr21,347.3162841796875,510.6822814941406,428.99928283691406
cg18022224,chr2,176099675.0,176099675,chr2,393.2900390625,464.38885498046875,428.8394470214844
cg00196414,chr2,176083035.0,176083035,chr2,396.1815185546875,461.3072204589844,428.74436950683594
cg27213509,chr2,176082499.0,176082499,chr2,340.87274169921875,516.607666015625,428.7402038574219
cg22320962,chr8,11702789.0,11702789,chr8,338.2423400878906,518.8445434570312,428.54344177246094
cg20874827,chr12,53994323.0,53994323,chr12,408.6048889160156,448.1678466796875,428.38636779785156
cg14878520,chr7,157009455.0,157009455,chr7,390.7051086425781,465.84796142578125,428.2765350341797
cg20416110,chr10,100748683.0,100748683,chr10,399.5733337402344,456.505859375,428.0395965576172
cg13368519,chr1,50427476.0,50427476,chr1,392.71636962890625,462.6963195800781,427.7063446044922
cg00927495,chr9,93953404.0,93953404,chr9,405.4580993652344,448.6639099121094,427.0610046386719
cg16530959,chr8,96159990.0,96159990,chr8,403.44110107421875,450.5091247558594,426.97511291503906
cg20430077,chr10,101223755.0,101223755,chr10,399.7100524902344,454.2069091796875,426.95848083496094
cg00157572,chr14,60511242.0,60511242,chr14,412.43145751953125,440.1046447753906,426.26805114746094
cg08431536,chr2,222297174.0,222297174,chr2,414.35516357421875,437.0458068847656,425.7004852294922
cg10108372,chr7,157018667.0,157018667,chr7,403.1771545410156,448.1678466796875,425.67250061035156
cg16135698,chr17,48747816.0,48747816,chr17,385.12139892578125,465.8302001953125,425.4757995605469
cg11453719,chr13,27977914.0,27977914,chr13,410.7779235839844,439.8276062011719,425.3027648925781
cg05917508,chr13,27968296.0,27968296,chr13,392.5067138671875,458.0484619140625,425.277587890625
cg23660896,chr17,36938921.0,36938921,chr17,372.3393249511719,478.1328430175781,425.236083984375
cg00170620,chr16,56635125.0,56635125,chr16,384.6927185058594,465.2307434082031,424.96173095703125
cg01486262,chr1,50427394.0,50427394,chr1,382.10174560546875,467.5810241699219,424.8413848876953
cg07213036,chr13,27968589.0,27968589,chr13,408.9403381347656,440.1874694824219,424.56390380859375
cg25829490,chr2,176124063.0,176124063,chr2,406.2477722167969,442.715576171875,424.48167419433594
cg08914623,chr11,44306021.0,44306021,chr11,358.6517028808594,490.1105041503906,424.381103515625
cg02885007,chr2,176122876.0,176122876,chr2,386.9612731933594,461.3072204589844,424.1342468261719
cg03224572,chr8,96159783.0,96159783,chr8,360.82269287109375,487.1142272949219,423.9684600830078
cg16670554,chr15,67826646.0,67826646,chr15,378.7811279296875,468.8584289550781,423.8197784423828
cg02060566,chr12,114441148.0,114441148,chr12,392.2903747558594,455.0538330078125,423.67210388183594
cg02322373,chr2,70907393.0,70907393,chr2,386.32269287109375,459.6914978027344,423.00709533691406
cg10823473,chr15,76338172.0,76338172,chr15,363.75616455078125,482.07965087890625,422.91790771484375
cg10617784,chr2,70907455.0,70907455,chr2,379.72161865234375,465.6838684082031,422.70274353027344
cg23130254,chr2,176099859.0,176099859,chr2,370.9615783691406,474.2801818847656,422.6208801269531
cg10572355,chr1,119006521.0,119006521,chr1,409.84814453125,433.4456787109375,421.64691162109375
cg04935434,chr2,176160218.0,176160218,chr2,367.7940673828125,475.24749755859375,421.5207824707031
cg12598338,chr13,27794034.0,27794034,chr13,395.1849060058594,447.67608642578125,421.4304962158203
cg20072171,chr3,62371286.0,62371286,chr3,364.8655090332031,477.7137451171875,421.2896270751953
cg03881663,chr13,27921035.0,27921035,chr13,399.5733337402344,442.6800231933594,421.1266784667969
cg02728483,chr2,172100352.0,172100352,chr2,384.6589050292969,457.54888916015625,421.10389709472656
cg08174373,chr10,101229496.0,101229496,chr10,365.9277038574219,475.8608703613281,420.894287109375
cg21201099,chr17,61405084.0,61405084,chr17,378.762939453125,462.285400390625,420.524169921875
cg19498960,chr21,36704969.0,36704969,chr21,366.11468505859375,474.2331848144531,420.17393493652344
cg02245378,chr2,222297051.0,222297051,chr2,381.4400634765625,458.89471435546875,420.1673889160156
cg20938699,chr17,36939668.0,36939668,chr17,365.2718811035156,474.9651184082031,420.1184997558594
cg07687548,chr2,172100551.0,172100551,chr2,360.1575622558594,479.6885986328125,419.92308044433594
cg07852231,chr2,70889507.0,70889507,chr2,338.03009033203125,501.7646789550781,419.8973846435547
cg00299972,chr10,101132770.0,101132770,chr10,405.5461730957031,434.2342224121094,419.89019775390625
cg01620617,chr2,70901162.0,70901162,chr2,380.0060729980469,459.02484130859375,419.5154571533203
cg25771271,chr1,119007567.0,119007567,chr1,364.53057861328125,473.8849792480469,419.20777893066406
cg05143116,chr15,76340744.0,76340744,chr15,370.4570617675781,467.8556823730469,419.1563720703125
cg12699286,chr12,54000409.0,54000409,chr12,365.4203186035156,472.33953857421875,418.8799285888672
cg19290410,chr12,114409632.0,114409632,chr12,398.605712890625,439.1409606933594,418.8733367919922
cg11273947,chr15,67828418.0,67828418,chr15,446.3721923828125,391.03692626953125,418.7045593261719
cg07589612,chr8,96159439.0,96159439,chr8,404.4843444824219,432.33831787109375,418.4113311767578
cg08066129,chr21,36704957.0,36704957,chr21,362.5103454589844,474.1126403808594,418.3114929199219
cg03383382,chr6,108166301.0,108166301,chr6,362.95703125,473.5855407714844,418.2712860107422
cg07615087,chr21,36705046.0,36705046,chr21,351.03826904296875,485.35931396484375,418.19879150390625
cg14823851,chr17,61454944.0,61454944,chr17,382.37896728515625,453.7776184082031,418.0782928466797
cg06817516,chr15,45112697.0,45112697,chr15,384.2554016113281,451.8932189941406,418.0743103027344
cg16732616,chr1,50421109.0,50421109,chr1,357.3575744628906,478.56109619140625,417.95933532714844
cg17451609,chr8,26044352.0,26044352,chr8,361.21661376953125,474.4969482421875,417.8567810058594
cg07492258,chr19,1748825.0,1748825,chr19,383.2264404296875,452.0715026855469,417.6489715576172
cg01277331,chr2,218884036.0,218884036,chr2,312.298583984375,522.8016357421875,417.55010986328125
cg12558966,chr4,4865218.0,4865218,chr4,386.29412841796875,448.7640075683594,417.52906799316406
cg13694867,chr21,36699799.0,36699799,chr21,342.0657043457031,492.5777587890625,417.3217315673828
cg10883303,chr7,27199404.0,27199404,chr7,367.9189453125,466.1777648925781,417.04835510253906
cg12673103,chr5,135029026.0,135029026,chr5,353.976806640625,479.2254638671875,416.60113525390625
cg21152177,chr21,36699849.0,36699849,chr21,343.5201416015625,488.9877014160156,416.25392150878906
cg14485809,chr10,101229501.0,101229501,chr10,364.10943603515625,468.22747802734375,416.16845703125
cg11398452,chr10,117137243.0,117137243,chr10,324.2145690917969,508.1142272949219,416.1643981933594
cg04989913,chr14,60648413.0,60648413,chr14,368.0408935546875,464.06439208984375,416.0526428222656
cg02721000,chr12,54047428.0,54047428,chr12,374.7921447753906,456.88739013671875,415.8397674560547
cg24398479,chr7,27152441.0,27152441,chr7,353.2473449707031,478.38909912109375,415.81822204589844
cg16063747,chr10,117534661.0,117534661,chr10,375.044921875,456.5492248535156,415.7970733642578
cg18475643,chr1,46490823.0,46490823,chr1,392.7806701660156,438.09564208984375,415.4381561279297
cg01621054,chr9,130662890.0,130662890,chr9,398.6366882324219,431.45294189453125,415.04481506347656
cg01937068,chr1,156436556.0,156436556,chr1,410.5260925292969,419.0521240234375,414.7891082763672
cg10739556,chr7,27152436.0,27152436,chr7,360.5126647949219,468.90374755859375,414.7082061767578
cg13490403,chr9,122220133.0,122220133,chr9,364.6990051269531,464.5057678222656,414.6023864746094
cg24500832,chr12,54000427.0,54000427,chr12,367.79364013671875,461.3072204589844,414.55043029785156
cg22974236,chr4,4866251.0,4866251,chr4,358.9125671386719,469.0794372558594,413.9960021972656
cg18002447,chr17,61405594.0,61405594,chr17,383.2743835449219,444.63336181640625,413.95387268066406
cg17305266,chr6,1391029.0,1391029,chr6,389.8009948730469,437.8467102050781,413.8238525390625
cg11981599,chr8,11709016.0,11709016,chr8,361.7375793457031,465.79791259765625,413.7677459716797
cg02577108,chr17,61400832.0,61400832,chr17,370.83172607421875,456.0411376953125,413.4364318847656
cg22158650,chr7,27251768.0,27251768,chr7,326.94140625,499.5901184082031,413.26576232910156
cg12238015,chr13,27922674.0,27922674,chr13,381.6447448730469,444.72918701171875,413.1869659423828
cg12999453,chr17,61404957.0,61404957,chr17,408.68212890625,417.60504150390625,413.1435852050781
cg05021643,chr2,176164879.0,176164879,chr2,374.7921447753906,451.1852722167969,412.98870849609375
cg14127859,chr9,93954645.0,93954645,chr9,348.7670593261719,477.15338134765625,412.96022033691406
cg08363794,chr2,176121731.0,176121731,chr2,379.8603210449219,445.9270324707031,412.8936767578125
cg14861089,chr10,101135285.0,101135285,chr10,378.27642822265625,447.3548278808594,412.8156280517578
cg03758181,chr10,101229567.0,101229567,chr10,331.0028991699219,494.472900390625,412.73789978027344
cg00089224,chr5,135033425.0,135033425,chr5,350.22357177734375,475.24749755859375,412.73553466796875
cg26266708,chr15,76338620.0,76338620,chr15,359.69427490234375,464.1177062988281,411.90599060058594
cg21707187,chr12,53952077.0,53952077,chr12,361.5677185058594,461.60845947265625,411.5880889892578
cg20615879,chr10,101132633.0,101132633,chr10,423.8553161621094,399.314208984375,411.5847625732422
cg12938068,chr13,27975560.0,27975560,chr13,391.4020080566406,431.04791259765625,411.22496032714844
cg17200768,chr13,27929235.0,27929235,chr13,378.4349365234375,443.89349365234375,411.1642150878906
cg10500512,chr20,22583402.0,22583402,chr20,370.74578857421875,451.1852722167969,410.9655303955078
cg18787548,chr12,53994626.0,53994626,chr12,362.41876220703125,459.1759033203125,410.7973327636719
cg18616175,chr20,40692832.0,40692832,chr20,384.38604736328125,437.1650390625,410.7755432128906
cg03714110,chr5,93587916.0,93587916,chr5,394.30194091796875,427.1332092285156,410.7175750732422
cg01830023,chr5,135038748.0,135038748,chr5,339.5746154785156,481.83740234375,410.7060089111328
cg19793376,chr9,132587134.0,132587134,chr9,367.7439270019531,453.5755310058594,410.65972900390625
cg25191628,chr1,50421276.0,50421276,chr1,374.3558044433594,446.8380432128906,410.596923828125
cg04455430,chr1,50421247.0,50421247,chr1,356.5130615234375,464.6651611328125,410.589111328125
cg08379586,chr8,11702941.0,11702941,chr8,388.79791259765625,432.1024475097656,410.45018005371094
cg18811550,chr7,27158691.0,27158691,chr7,375.1343994140625,445.7391052246094,410.43675231933594
cg15507321,chr10,101229571.0,101229571,chr10,329.22576904296875,491.29217529296875,410.25897216796875
cg18083114,chr4,13537474.0,13537474,chr4,384.0341796875,435.705078125,409.86962890625
cg16666329,chr5,77636700.0,77636700,chr5,393.8174133300781,425.04107666015625,409.4292449951172
cg22061628,chr2,172101451.0,172101451,chr2,355.2097473144531,463.4889831542969,409.349365234375
cg10454937,chr9,93952764.0,93952764,chr9,364.33734130859375,454.3475646972656,409.3424530029297
cg07572579,chr15,67823719.0,67823719,chr15,388.1492614746094,429.7155456542969,408.9324035644531
cg13847589,chr13,27980686.0,27980686,chr13,343.1396789550781,474.4918518066406,408.8157653808594
cg02017718,chr12,54047270.0,54047270,chr12,378.662841796875,438.3059387207031,408.48439025878906
cg12626956,chr9,77019592.0,77019592,chr9,347.64703369140625,468.9768981933594,408.3119659423828
cg23434413,chr17,48613343.0,48613343,chr17,351.32257080078125,465.17559814453125,408.24908447265625
