IlmnID,chrom,pos,prc2
cg22376688,chr15,98792821,1.3791600465774536
cg05212802,chr8,82864345,1.3791600465774536
cg26126145,chr11,96299139,1.3791600465774536
cg05190614,chr8,84772331,1.349179983139038
cg05879189,chr5,33433199,1.349179983139038
cg12832612,chr11,98327283,1.349179983139038
cg21821214,chr2,74679678,1.349179983139038
cg21884905,chr15,75747000,1.349179983139038
cg16831573,chr1,74855811,1.349179983139038
cg12143815,chr12,56535259,1.349179983139038
cg20659048,chr13,78198215,1.349179983139038
cg11247417,chr3,52103882,1.349179983139038
cg06156376,chr3,66981557,1.349179983139038
cg00339654,chr19,45151507,1.349179983139038
cg17500265,chr9,74863129,1.349179983139038
cg23873926,chr2,74705978,1.349179983139038
cg26073458,chr14,12345750,1.349179983139038
cg27410528,chr14,12345748,1.349179983139038
cg02709617,chr14,119138446,1.349179983139038
cg08811838,chr2,105676147,1.349179983139038
cg09096374,chr11,96271607,1.349179983139038
cg02194519,chr9,74863127,1.349179983139038
cg07657482,chr2,94241399,1.349179983139038
cg23563008,chr6,6863726,1.349179983139038
cg17873451,chr2,70475125,1.349179983139038
cg08583673,chr15,103014506,1.349179983139038
cg05506365,chr1,42697367,1.349179983139038
cg09681972,chr11,96284201,1.349179983139038
cg13636207,chr6,88197470,1.349179983139038
cg09786645,chr2,119322230,1.349179983139038
cg18192799,chr9,74863205,1.349179983139038
cg05397631,chr14,67233642,1.349179983139038
cg17239331,chr3,116252459,1.349179983139038
cg04342828,chr2,146223690,1.349179983139038
cg17866805,chr6,52259936,1.349179983139038
cg23946873,chr14,122477665,1.319200038909912
cg01197537,chr2,38348449,1.319200038909912
cg12880255,chr19,37697923,1.319200038909912
cg21274598,chr12,49385419,1.319200038909912
cg08789153,chr5,108366985,1.319200038909912
cg10040836,chr7,70359974,1.319200038909912
cg06504202,chr4,97778208,1.319200038909912
cg09355771,chr2,74753212,1.319200038909912
cg01181227,chr5,33433040,1.319200038909912
cg10122105,chr4,22486986,1.319200038909912
cg04680480,chr15,75747069,1.319200038909912
cg05553502,chr13,78195220,1.319200038909912
cg04538134,chr9,32541202,1.319200038909912
cg25856018,chr19,45151505,1.319200038909912
cg08741098,chr6,52164525,1.319200038909912
cg26464343,chr11,96303975,1.319200038909912
cg06018531,chr8,115706965,1.319200038909912
cg18454765,chr2,160366000,1.319200038909912
cg16390009,chr2,38348009,1.319200038909912
cg11755788,chr19,44756578,1.319200038909912
cg17307267,chr2,74705987,1.319200038909912
cg14503550,chr6,52259927,1.319200038909912
cg03371896,chr14,12346163,1.319200038909912
cg11006692,chr11,33202500,1.319200038909912
cg23695615,chr2,38348034,1.319200038909912
cg13702567,chr10,42632541,1.319200038909912
cg22747076,chr15,103034889,1.2892199754714966
cg04453140,chr11,96283007,1.2892199754714966
cg12464120,chr7,131554348,1.2892199754714966
cg12544297,chr2,38347975,1.2892199754714966
cg26517714,chr11,33203583,1.2892199754714966
cg06840251,chr13,78198300,1.2892199754714966
cg21319323,chr2,74711884,1.2892199754714966
cg21294440,chr6,88197459,1.2892199754714966
cg15555425,chr13,78198239,1.2892199754714966
cg25854701,chr5,106459610,1.2892199754714966
cg17177455,chr2,74679673,1.2892199754714966
cg12324127,chr11,85832852,1.2892199754714966
cg15956344,chr14,116926101,1.2892199754714966
cg21411486,chr2,74698885,1.2892199754714966
cg27496468,chr10,42579809,1.2892199754714966
cg01782227,chr12,56535278,1.2892199754714966
cg15306097,chr2,116064080,1.2892199754714966
cg00576279,chr15,103014468,1.2892199754714966
cg16524928,chr2,147186382,1.2892199754714966
cg00339708,chr13,78198243,1.2892199754714966
cg18308012,chr2,74746516,1.2892199754714966
cg01724721,chr17,87746495,1.2892199754714966
cg16934808,chr1,78196764,1.2892199754714966
cg10712040,chr13,78199061,1.2892199754714966
cg17702917,chr4,22488122,1.2892199754714966
cg17674006,chr15,98792811,1.2592300176620483
cg22397546,chr11,33203575,1.2592300176620483
cg14922886,chr6,52260779,1.2592300176620483
cg25131378,chr9,32541184,1.2592300176620483
cg08921975,chr4,22486962,1.2592300176620483
cg01940425,chr11,22003011,1.2592300176620483
cg02953590,chr3,52103827,1.2592300176620483
cg23394448,chr11,96271595,1.2592300176620483
cg17757479,chr13,114460387,1.2592300176620483
cg12056279,chr6,52245509,1.2592300176620483
cg09058243,chr1,120600367,1.2592300176620483
cg06624291,chr2,147186392,1.2592300176620483
cg15026078,chr8,115705930,1.2592300176620483
cg21801213,chr8,108794409,1.2592300176620483
cg07684169,chr2,147365073,1.2592300176620483
cg03045876,chr12,76405316,1.2592300176620483
cg08505456,chr2,74711880,1.2592300176620483
cg15700165,chr2,31641261,1.2592300176620483
cg04161431,chr2,74692459,1.2592300176620483
cg08456212,chr7,63758824,1.2592300176620483
cg14171314,chr6,52164522,1.2592300176620483
cg25960060,chr6,52217379,1.2592300176620483
cg26718996,chr6,39873421,1.2592300176620483
cg03545303,chr11,96303967,1.2592300176620483
cg13451589,chr3,129199822,1.2592300176620483
cg21271896,chr12,53248696,1.2592300176620483
cg15201877,chr3,157567235,1.2592300176620483
cg10073942,chr7,131552414,1.2592300176620483
cg21235151,chr2,74711877,1.2592300176620483
cg02192891,chr6,52204178,1.2592300176620483
cg21313298,chr3,52104056,1.2592300176620483
cg09363187,chr12,76405314,1.2592300176620483
cg05575208,chr15,103015326,1.2592300176620483
cg02280829,chr3,52104065,1.2592300176620483
cg02268145,chr2,74697942,1.2592300176620483
cg22619012,chr2,74706032,1.2592300176620483
cg04906879,chr2,70475116,1.2592300176620483
cg13274713,chr11,85832850,1.2592300176620483
cg05373428,chr11,33202496,1.2592300176620483
cg07751402,chr14,98168487,1.2592300176620483
cg13623216,chr12,53253088,1.2592300176620483
cg14980708,chr6,72235454,1.2292499542236328
cg21852818,chr3,129218779,1.2292499542236328
cg02683277,chr7,131542637,1.2292499542236328
cg01950723,chr6,52260784,1.2292499542236328
cg14666740,chr2,158614461,1.2292499542236328
cg00207962,chr10,42632567,1.2292499542236328
cg11563156,chr1,120600390,1.2292499542236328
cg09362546,chr15,102954524,1.2292499542236328
cg20953704,chr6,52245490,1.2292499542236328
cg08676748,chr2,119322279,1.2292499542236328
cg22040516,chr11,11116008,1.2292499542236328
cg18026558,chr6,52245544,1.2292499542236328
cg02499843,chr6,32587410,1.2292499542236328
cg18089106,chr2,61805137,1.2292499542236328
cg21474882,chr14,116926046,1.2292499542236328
cg10170045,chr8,84771960,1.2292499542236328
cg15376789,chr2,74736228,1.2292499542236328
cg15585036,chr6,32588190,1.2292499542236328
cg21266605,chr14,28505751,1.2292499542236328
cg27615436,chr11,24079683,1.2292499542236328
cg03535689,chr1,42696298,1.2292499542236328
cg10014002,chr6,52213336,1.2292499542236328
cg22246953,chr6,32587408,1.2292499542236328
cg08586488,chr10,42632379,1.2292499542236328
cg15650356,chr8,99416410,1.2292499542236328
cg10172301,chr4,114908827,1.2292499542236328
cg07672217,chr15,98792809,1.2292499542236328
cg00013189,chr19,43616541,1.2292499542236328
cg15416233,chr19,44756635,1.2292499542236328
cg08777872,chr2,38348059,1.2292499542236328
cg00145315,chr6,72235450,1.2292499542236328
cg03649776,chr15,80287269,1.2292499542236328
cg16777453,chr2,71541589,1.2292499542236328
cg26844246,chr11,33203551,1.2292499542236328
cg23493585,chr2,38348032,1.2292499542236328
cg04207566,chr11,85832848,1.2292499542236328
cg24446586,chr6,52246035,1.2292499542236328
cg06259996,chr13,78198288,1.2292499542236328
cg19629874,chr3,52103824,1.2292499542236328
cg13854663,chr4,22487109,1.2292499542236328
cg24255409,chr14,122464774,1.2292499542236328
cg26973693,chr5,139543500,1.2292499542236328
cg25275715,chr1,120600094,1.2292499542236328
cg24633083,chr18,42395097,1.2292499542236328
cg26872449,chr19,44756632,1.2292499542236328
cg15751165,chr6,6879579,1.2292499542236328
cg12870104,chr8,115705919,1.2292499542236328
cg15712135,chr1,120600143,1.2292499542236328
cg16036718,chr7,63758818,1.2292499542236328
cg20144788,chr2,31641258,1.2292499542236328
cg12242396,chr2,160365949,1.2292499542236328
cg14907557,chr10,19850733,1.2292499542236328
cg25473942,chr6,52245542,1.2292499542236328
cg17827472,chr6,32588185,1.2292499542236328
cg05399958,chr14,46884874,1.2292499542236328
cg16995119,chr6,52164510,1.2292499542236328
cg02317742,chr6,72235506,1.2292499542236328
cg14407961,chr2,119322246,1.2292499542236328
cg13278722,chr5,67096161,1.2292499542236328
cg23751538,chr6,52217381,1.2292499542236328
cg02096085,chr19,59170443,1.2292499542236328
cg26300812,chr2,119322307,1.1992700099945068
cg10450430,chr3,129218837,1.1992700099945068
cg11960934,chr14,104473449,1.1992700099945068
cg24596418,chr18,64340478,1.1992700099945068
cg04737131,chr6,52165220,1.1992700099945068
cg01989061,chr7,70281673,1.1992700099945068
cg10239098,chr2,74706003,1.1992700099945068
cg05462592,chr3,30514094,1.1992700099945068
cg18475091,chr2,74692453,1.1992700099945068
cg02176407,chr4,22488126,1.1992700099945068
cg03392920,chr2,74692368,1.1992700099945068
cg21214122,chr8,99416416,1.1992700099945068
cg11864734,chr6,52177330,1.1992700099945068
cg09191327,chr2,31640166,1.1992700099945068
cg25940847,chr13,40730869,1.1992700099945068
cg24444575,chr6,37299904,1.1992700099945068
cg12934046,chr4,22487033,1.1992700099945068
cg11700079,chr11,33202444,1.1992700099945068
cg03529432,chr6,52208758,1.1992700099945068
cg03582041,chr6,52234872,1.1992700099945068
cg09738906,chr7,70359960,1.1992700099945068
cg12651099,chr3,107458739,1.1992700099945068
cg17297996,chr14,98168543,1.1992700099945068
cg12459916,chr6,52204182,1.1992700099945068
cg06391468,chr11,112782582,1.1992700099945068
cg04254211,chr2,36104062,1.1992700099945068
cg16177888,chr5,106459607,1.1992700099945068
cg23758053,chr19,44756572,1.1992700099945068
cg06933499,chr1,120600428,1.1992700099945068
cg26472530,chr13,78198273,1.1992700099945068
cg25878799,chr4,21685947,1.1992700099945068
cg08946665,chr1,120600146,1.1992700099945068
cg10976898,chr6,52175549,1.1992700099945068
cg21989707,chr7,131542645,1.1992700099945068
cg08317235,chr12,49385453,1.1992700099945068
cg19821183,chr7,70281679,1.1992700099945068
cg25882772,chr1,120605057,1.1992700099945068
cg14814195,chr13,31559450,1.1992700099945068
cg20518176,chr10,19850731,1.1992700099945068
cg01908850,chr1,167692081,1.1992700099945068
cg08255577,chr6,72235459,1.1992700099945068
cg22106350,chr1,120600022,1.1992700099945068
cg08723249,chr19,59170464,1.1992700099945068
cg15028514,chr2,180894020,1.1992700099945068
cg20633943,chr10,42632523,1.1992700099945068
cg12701446,chr7,25179447,1.1992700099945068
cg22402892,chr19,59170453,1.1692899465560913
cg00842325,chr2,147195244,1.1692899465560913
cg08123193,chr15,103014389,1.1692899465560913
cg07357026,chr1,120600102,1.1692899465560913
cg11531787,chr4,97778203,1.1692899465560913
cg09129151,chr3,30514044,1.1692899465560913
cg23009891,chr2,74753208,1.1692899465560913
cg22438236,chr9,99869353,1.1692899465560913
cg07636504,chr2,74736183,1.1692899465560913
cg12870762,chr3,129218831,1.1692899465560913
cg11675295,chr9,54699832,1.1692899465560913
cg08261402,chr11,96271582,1.1692899465560913
cg12302541,chr2,160365923,1.1692899465560913
cg14387043,chr18,23040027,1.1692899465560913
cg03676512,chr8,57320949,1.1692899465560913
cg03957108,chr11,22003031,1.1692899465560913
cg01634038,chr11,33203612,1.1692899465560913
cg03365311,chr2,94241431,1.1692899465560913
cg19899882,chr13,31559460,1.1692899465560913
cg07648871,chr5,4757012,1.1692899465560913
cg03613012,chr9,45430415,1.1692899465560913
cg14422733,chr10,42579749,1.1692899465560913
cg11880652,chr19,44756637,1.1692899465560913
cg18406120,chr8,84705133,1.1692899465560913
cg26347591,chr5,106459632,1.1692899465560913
cg15229894,chr15,103014394,1.1692899465560913
cg02945640,chr2,118746155,1.1692899465560913
cg15136978,chr8,108794692,1.1692899465560913
cg15738808,chr11,22003365,1.1692899465560913
cg00180917,chr13,31806617,1.1692899465560913
cg06393286,chr4,138395829,1.1692899465560913
cg09125053,chr1,120600020,1.1692899465560913
cg04317201,chr14,104473445,1.1692899465560913
cg24980994,chr14,21987542,1.1692899465560913
cg16807187,chr15,103014634,1.1692899465560913
cg03078535,chr3,107036711,1.1692899465560913
cg08687401,chr1,120600013,1.1692899465560913
cg06302892,chr15,102956492,1.1692899465560913
cg23572376,chr13,31806603,1.1692899465560913
cg19772179,chr14,102982172,1.1692899465560913
cg01153166,chr7,70360972,1.1692899465560913
cg01119116,chr2,74692357,1.1692899465560913
cg27487607,chr7,131542634,1.1692899465560913
cg24860713,chr19,23893249,1.1692899465560913
cg22306928,chr1,74900715,1.1692899465560913
cg04638909,chr11,96318808,1.1692899465560913
cg20909915,chr2,94241443,1.1692899465560913
cg21732359,chr2,74736553,1.1692899465560913
cg09578028,chr2,74697940,1.1692899465560913
cg15958792,chr2,74682276,1.1692899465560913
cg09333534,chr5,120427782,1.1692899465560913
cg20291436,chr3,129218825,1.1393100023269653
cg04060219,chr1,120600423,1.1393100023269653
cg04189329,chr6,52245816,1.1393100023269653
cg00987824,chr18,42395088,1.1393100023269653
cg05454653,chr1,120600297,1.1393100023269653
cg06811295,chr7,131552474,1.1393100023269653
cg05331950,chr11,33203770,1.1393100023269653
cg09127786,chr4,22487042,1.1393100023269653
cg23855931,chr19,45229430,1.1393100023269653
cg13400013,chr1,120600234,1.1393100023269653
cg07048205,chr15,103010781,1.1393100023269653
cg24570504,chr14,102982246,1.1393100023269653
cg16355947,chr11,119042877,1.1393100023269653
cg20605061,chr2,74684103,1.1393100023269653
cg04192455,chr15,102991100,1.1393100023269653
cg01352789,chr18,23040017,1.1393100023269653
cg05190315,chr11,33203696,1.1393100023269653
cg15353421,chr6,52213348,1.1393100023269653
cg03581876,chr1,120600091,1.1393100023269653
cg23643259,chr11,96286783,1.1393100023269653
cg00546693,chr13,40704190,1.1393100023269653
cg23347753,chr11,22003369,1.1393100023269653
cg07536573,chr2,160365946,1.1393100023269653
cg27067779,chr13,40704186,1.1393100023269653
cg20426932,chr13,73272082,1.1393100023269653
cg11275974,chr15,103010132,1.1393100023269653
cg26233956,chr8,46294613,1.1393100023269653
cg08806153,chr2,74682270,1.1393100023269653
cg11075418,chr9,32541226,1.1393100023269653
cg01500797,chr16,28445180,1.1393100023269653
cg12974733,chr2,61805310,1.1393100023269653
cg09084199,chr8,115706833,1.1393100023269653
cg20026415,chr15,102956470,1.1393100023269653
cg06947421,chr12,56536628,1.1393100023269653
cg23052275,chr11,96281730,1.1393100023269653
cg18093372,chr1,120600217,1.1393100023269653
cg12764921,chr16,38712701,1.1393100023269653
cg18093751,chr10,42583701,1.1393100023269653
cg01120541,chr3,52104601,1.1393100023269653
cg10261479,chr11,66525583,1.1393100023269653
cg03232860,chr19,43616585,1.1393100023269653
cg09019552,chr6,52245548,1.1393100023269653
cg07001258,chr14,28505775,1.1393100023269653
cg09879356,chr5,139543461,1.1393100023269653
cg25889693,chr14,28505761,1.1393100023269653
cg02758817,chr6,52245700,1.1393100023269653
cg24465674,chr8,46294610,1.1393100023269653
cg22943986,chr6,52165212,1.1393100023269653
cg14001847,chr6,39873171,1.1393100023269653
cg05977669,chr6,52246027,1.1393100023269653
cg01245471,chr6,52314194,1.1393100023269653
cg16804284,chr12,49385456,1.1393100023269653
cg07234865,chr3,88215598,1.1393100023269653
cg09573865,chr15,102991096,1.1393100023269653
cg20012467,chr2,119322291,1.1393100023269653
cg20950377,chr11,44620430,1.1393100023269653
cg05575054,chr19,56723415,1.1393100023269653
cg24667177,chr7,25179474,1.1393100023269653
cg16756631,chr2,71546400,1.1393100023269653
cg17537062,chr8,87471760,1.1393100023269653
cg15188010,chr14,122478163,1.1393100023269653
cg00608008,chr6,52245795,1.1393100023269653
cg17363349,chr16,21694203,1.1393100023269653
cg14233818,chr9,99869140,1.1093300580978394
cg16314083,chr6,52177260,1.1093300580978394
cg00293511,chr7,131552465,1.1093300580978394
cg08294269,chr13,78199623,1.1093300580978394
cg11105807,chr2,160365931,1.1093300580978394
cg08273474,chr2,133554421,1.1093300580978394
cg04150055,chr2,31637021,1.1093300580978394
cg15836647,chr10,42632626,1.1093300580978394
cg00311846,chr6,37299901,1.1093300580978394
cg24942186,chr14,28505748,1.1093300580978394
cg07396115,chr10,19850697,1.1093300580978394
cg12164527,chr11,96300845,1.1093300580978394
cg26650303,chr8,57320933,1.1093300580978394
cg13660279,chr8,91799474,1.1093300580978394
cg17417202,chr11,96271558,1.1093300580978394
cg19269352,chr11,66525601,1.1093300580978394
cg03679521,chr11,98329605,1.1093300580978394
cg18334881,chr19,45229422,1.1093300580978394
cg21447117,chr6,52245826,1.1093300580978394
cg06791297,chr6,52208576,1.1093300580978394
cg12810523,chr6,52208630,1.1093300580978394
cg18751668,chr2,71530707,1.1093300580978394
cg19480146,chr4,9844863,1.1093300580978394
cg19331623,chr13,40730627,1.1093300580978394
cg16746511,chr2,57112388,1.1093300580978394
cg19104850,chr14,46884903,1.1093300580978394
cg01209550,chr11,96281694,1.1093300580978394
cg04590323,chr15,80287265,1.1093300580978394
cg14139870,chr3,52104757,1.1093300580978394
cg03772350,chr12,57542902,1.1093300580978394
cg27393201,chr17,85618558,1.1093300580978394
cg07131451,chr3,127633195,1.1093300580978394
cg03557129,chr17,85687774,1.1093300580978394
cg15723244,chr5,4757221,1.1093300580978394
cg23517386,chr2,13010915,1.1093300580978394
cg02676375,chr11,33203648,1.1093300580978394
cg26512254,chr6,52260841,1.1093300580978394
cg27150827,chr8,87471774,1.1093300580978394
cg00975228,chr3,52104765,1.1093300580978394
cg09601175,chr2,74736504,1.1093300580978394
cg12997720,chr6,52246015,1.1093300580978394
cg18243072,chr6,52234959,1.1093300580978394
cg20375994,chr6,39873175,1.1093300580978394
cg21748571,chr11,96282977,1.1093300580978394
cg11199141,chr6,52204185,1.1093300580978394
cg15055182,chr15,102981726,1.1093300580978394
cg23653081,chr5,111418210,1.1093300580978394
cg11214667,chr11,96281690,1.1093300580978394
cg04481096,chr6,52164625,1.1093300580978394
cg18954724,chr19,23893251,1.1093300580978394
cg04734735,chr2,74706051,1.1093300580978394
cg00633857,chr14,12346954,1.1093300580978394
cg19802184,chr9,99869316,1.1093300580978394
cg23446650,chr8,46294619,1.1093300580978394
cg11991859,chr12,53253050,1.1093300580978394
cg04265576,chr6,52208628,1.1093300580978394
cg04699040,chr15,103010766,1.1093300580978394
cg15431157,chr11,22003042,1.1093300580978394
cg18968817,chr5,139548721,1.1093300580978394
cg18030834,chr7,131542631,1.1093300580978394
cg10878680,chr9,46443501,1.0793399810791016
cg03866914,chr2,38347935,1.0793399810791016
cg20401467,chr11,119042861,1.0793399810791016
cg18284930,chr14,12345673,1.0793399810791016
cg20421046,chr2,118746124,1.0793399810791016
cg06506831,chr6,52233557,1.0793399810791016
