,prc2
cg01668584,0.9294350147247314
cg01678549,0.08994530141353607
cg01683044,0.6296169757843018
cg01683971,0.20987200736999512
cg01685160,0.20987200736999512
cg01685922,1.4391299486160278
cg01693108,0.14990900456905365
cg01695075,0.02998179942369461
cg01700051,0.05996359884738922
cg01700670,0.9594169855117798
cg01705052,0.8994529843330383
cg01712842,0.2698360085487366
cg01716698,0.6595990061759949
cg01726872,0.44972699880599976
cg01728384,0.08994530141353607
cg01739251,1.8288899660110474
cg01741653,0.05996359884738922
cg01742897,0.14990900456905365
cg01749491,0.9594169855117798
cg01749784,0.41974499821662903
cg01750538,0.14990900456905365
cg01751715,0.11992699652910233
cg01752243,1.4990899562835693
cg01753578,0.20987200736999512
cg01753854,1.8888499736785889
cg01756262,0.11992699652910233
cg01757860,0.08994530141353607
cg01758782,0.05996359884738922
cg01759293,0.02998179942369461
cg01766000,0.6895809769630432
cg01767626,0.4797079861164093
cg01768969,0.14990900456905365
cg01772217,0.7195630073547363
cg01782227,1.2892199754714966
cg01784688,0.7795259952545166
cg01791475,0.17989100515842438
cg01798185,0.2998180091381073
cg01798687,0.9594169855117798
cg01812599,0.23985399305820465
cg01821161,0.50968998670578
cg01826959,0.17989100515842438
cg01831882,0.6595990061759949
cg01839593,0.11992699652910233
cg01845954,0.14990900456905365
cg01848382,0.08994530141353607
cg01851212,0.6895809769630432
cg01856529,0.05996359884738922
cg01863808,0.08994530141353607
cg01871214,0.05996359884738922
cg01885247,0.08994530141353607
cg01898872,0.02998179942369461
cg01901100,0.05996359884738922
cg01901522,0.02998179942369461
cg01901658,0.02998179942369461
cg01901696,0.08994530141353607
cg01902937,0.02998179942369461
cg01902998,0.23985399305820465
cg01904493,0.329800009727478
cg01910711,0.6895809769630432
cg01912337,1.01937997341156
cg01915196,0.05996359884738922
cg01915523,0.08994530141353607
cg01915599,0.08994530141353607
cg01923669,0.02998179942369461
cg01928902,0.08994530141353607
cg01930645,0.6296169757843018
cg01932632,0.11992699652910233
cg01940425,1.2592300176620483
cg01946200,0.6296169757843018
cg01949917,0.02998179942369461
cg01950723,1.2292499542236328
cg01955745,0.05996359884738922
cg01957447,0.08994530141353607
cg01960173,0.02998179942369461
cg01962823,0.17989100515842438
cg01965462,0.23985399305820465
cg01968164,0.50968998670578
cg01969194,0.11992699652910233
cg01972445,0.17989100515842438
cg01974011,0.44972699880599976
cg01977579,0.20987200736999512
cg01979337,0.7195630073547363
cg01981632,0.23985399305820465
cg01987439,0.11992699652910233
cg01988539,0.17989100515842438
cg01989061,1.1992700099945068
cg01989428,0.6296169757843018
cg01990759,0.5996360182762146
cg01994205,0.6895809769630432
cg01996056,0.6895809769630432
cg02000659,0.6595990061759949
cg02002408,0.14990900456905365
cg02003409,0.11992699652910233
cg02007453,0.8994529843330383
cg02008678,0.329800009727478
cg02011537,0.14990900456905365
cg02014645,0.17989100515842438
cg02018583,0.44972699880599976
cg02020466,0.3597809970378876
cg02027042,0.5396720170974731
cg02036957,0.11992699652910233
cg02037503,0.05996359884738922
cg02042310,0.11992699652910233
cg02047068,0.2698360085487366
cg02049318,1.0493600368499756
cg02052767,0.5696539878845215
cg02053521,0.329800009727478
cg02057063,0.14990900456905365
cg02058270,0.08994530141353607
cg02063736,0.08994530141353607
cg02089135,0.11992699652910233
cg02090160,0.44972699880599976
cg02093647,0.20987200736999512
cg02097817,0.23985399305820465
cg02102645,0.17989100515842438
cg02117619,0.05996359884738922
cg02121891,0.05996359884738922
cg02124022,0.08994530141353607
cg02128244,0.4797079861164093
cg02129856,0.2698360085487366
cg02132633,0.6895809769630432
cg02139507,0.05996359884738922
cg02162880,0.7195630073547363
cg02169296,0.329800009727478
cg02170386,0.41974499821662903
cg02172395,0.05996359884738922
cg02176373,1.5590499639511108
cg02176407,1.1992700099945068
cg02188429,0.08994530141353607
cg02190183,0.50968998670578
cg02194519,1.349179983139038
cg02200118,0.08994530141353607
cg02205352,0.08994530141353607
cg02215945,0.17989100515842438
cg02219962,0.9594169855117798
cg02221888,0.6895809769630432
cg02222250,0.11992699652910233
cg02230860,0.14990900456905365
cg02233270,0.02998179942369461
cg02234487,0.02998179942369461
cg02241397,1.7089600563049316
cg02244090,0.08994530141353607
cg02246955,0.05996359884738922
cg02247898,0.41974499821662903
cg02251557,0.05996359884738922
cg02257137,0.11992699652910233
cg02261365,0.05996359884738922
cg02268145,1.2592300176620483
cg02278887,0.14990900456905365
cg02287984,0.20987200736999512
cg02292529,0.50968998670578
cg02293439,0.02998179942369461
cg02294284,0.20987200736999512
cg02304325,0.20987200736999512
cg02307175,0.329800009727478
cg02315747,0.14990900456905365
cg02317025,0.2698360085487366
cg02317742,1.2292499542236328
cg02320179,0.8394899964332581
cg02322989,0.5996360182762146
cg02330041,0.8394899964332581
cg02332525,0.7795259952545166
cg02335827,0.50968998670578
cg02338635,0.05996359884738922
cg02339457,0.14990900456905365
cg02341818,0.02998179942369461
cg02343252,0.11992699652910233
cg02347319,0.08994530141353607
cg02377948,0.44972699880599976
cg02379880,0.02998179942369461
cg02379904,0.7195630073547363
cg02388378,0.8095080256462097
cg02391262,0.05996359884738922
cg02398612,0.50968998670578
cg02418783,0.5696539878845215
cg02420850,1.01937997341156
cg02423021,0.14990900456905365
cg02426735,0.2998180091381073
cg02431008,0.02998179942369461
cg02456288,0.23985399305820465
cg02462130,0.5396720170974731
cg02462519,0.05996359884738922
cg02469990,0.17989100515842438
cg02470595,0.2698360085487366
cg02470738,0.14990900456905365
cg02478760,0.6895809769630432
cg02481504,0.14990900456905365
cg02481736,0.7795259952545166
cg02486904,0.5396720170974731
cg02495519,0.05996359884738922
cg02499249,0.23985399305820465
cg02499612,1.6789799928665161
cg02499843,1.2292499542236328
cg02501718,0.41974499821662903
cg02503970.1,0.44972699880599976
cg02503970.2,0.44972699880599976
cg02508649,0.50968998670578
cg02512015,0.3897629976272583
cg02514623,0.02998179942369461
cg02516694,0.02998179942369461
cg02517134,0.20987200736999512
cg02520894,0.14990900456905365
cg02524816,0.9594169855117798
cg02525396,0.08994530141353607
cg02530738,0.5996360182762146
cg02532525,0.11992699652910233
cg02533268,0.8994529843330383
cg02536838,0.11992699652910233
cg02537346,0.41974499821662903
cg02538199,0.6296169757843018
cg02545439,0.7195630073547363
cg02545818,0.14990900456905365
cg02546724,0.2698360085487366
cg02550277,0.20987200736999512
cg02551260,0.02998179942369461
cg02551882,0.02998179942369461
cg02565008,0.02998179942369461
cg02569533,0.4797079861164093
cg02574073,0.6595990061759949
cg02574410,0.02998179942369461
cg02578827,0.02998179942369461
cg02579003,0.20987200736999512
cg02581097,0.8994529843330383
cg02585505,0.02998179942369461
cg02585932,0.11992699652910233
cg02588235,0.23985399305820465
cg02593178,0.11992699652910233
cg02593752,0.2698360085487366
cg02594577,0.14990900456905365
cg02595474,0.02998179942369461
cg02597084,0.2698360085487366
cg02601407,0.02998179942369461
cg02604675,0.9594169855117798
cg02607779,0.05996359884738922
cg02610843,0.17989100515842438
cg02613931,0.05996359884738922
cg02615877,0.08994530141353607
cg02620401,0.4797079861164093
cg02622074,1.0493600368499756
cg02635768,0.23985399305820465
cg02648459,0.44972699880599976
cg02652404,0.6895809769630432
cg02658193,0.8394899964332581
cg02671508,0.02998179942369461
cg02675394,0.20987200736999512
cg02676375,1.1093300580978394
cg02677048,0.44972699880599976
cg02679551,0.3597809970378876
cg02681015,0.7495449781417847
cg02681616,0.11992699652910233
cg02683277,1.2292499542236328
cg02690681,0.44972699880599976
cg02690705,0.7195630073547363
cg02691990,0.05996359884738922
cg02692845,0.02998179942369461
cg02693607,0.7195630073547363
cg02699578,0.17989100515842438
cg02700726,0.08994530141353607
cg02709617,1.349179983139038
cg02714472,0.20987200736999512
cg02724885,0.6895809769630432
cg02725055,0.17989100515842438
cg02733100,0.05996359884738922
cg02734933,0.9294350147247314
cg02739710,0.02998179942369461
cg02749789.1,0.05996359884738922
cg02749789.2,0.05996359884738922
cg02755069,0.20987200736999512
cg02756192,0.08994530141353607
cg02756755,0.14990900456905365
cg02758132,0.4797079861164093
cg02758817,1.1393100023269653
cg02762509,0.17989100515842438
cg02766132,0.05996359884738922
cg02766818,0.6296169757843018
cg02769235,0.05996359884738922
cg02770983,0.14990900456905365
cg02771111,0.02998179942369461
cg02777307,0.11992699652910233
cg02779499,0.14990900456905365
cg02783173,0.5996360182762146
cg02783532,0.05996359884738922
cg02784437,0.08994530141353607
cg02785457,0.8994529843330383
cg02786186,0.6595990061759949
cg02796521,0.4797079861164093
cg02797566,1.01937997341156
cg02803284,0.6595990061759949
cg02805342,0.3897629976272583
cg02805666,0.05996359884738922
cg02806971,0.6895809769630432
cg02808901,1.0793399810791016
cg02812647,0.44972699880599976
cg02829706,0.6895809769630432
cg02839060,0.7795259952545166
cg02841886,0.08994530141353607
cg02841933,0.17989100515842438
cg02857399,0.17989100515842438
cg02860346,0.2998180091381073
cg02860623,0.11992699652910233
cg02861454,0.08994530141353607
cg02863109,0.02998179942369461
cg02863784,0.11992699652910233
cg02864264,0.05996359884738922
cg02865068,0.6895809769630432
cg02867809,0.08994530141353607
cg02873280,0.41974499821662903
cg02873524,0.8994529843330383
cg02886823,0.17989100515842438
cg02888146,0.8095080256462097
cg02894657,0.50968998670578
cg02898094,0.44972699880599976
cg02899039,0.11992699652910233
cg02899718,0.5996360182762146
cg02909927,0.02998179942369461
cg02918319,0.4797079861164093
cg02926165,0.8394899964332581
cg02927162,0.6595990061759949
cg02928435,0.44972699880599976
cg02932095,1.6190199851989746
cg02934228,0.05996359884738922
cg02936468,0.02998179942369461
cg02939383,0.02998179942369461
cg02945640,1.1692899465560913
cg02948616,0.8095080256462097
cg02951257,0.4797079861164093
cg02951552,0.08994530141353607
cg02953590,1.2592300176620483
cg02960107,0.329800009727478
cg02961896,0.02998179942369461
cg02963234,0.08994530141353607
cg02964555,0.17989100515842438
cg02967282,0.7795259952545166
cg02967973,0.8394899964332581
cg02973003,0.05996359884738922
cg02975891,0.08994530141353607
cg02976613,0.14990900456905365
cg02979795,0.6895809769630432
cg02981547,0.14990900456905365
cg02982690,0.8394899964332581
cg02991558,0.17989100515842438
cg02994039,0.2698360085487366
cg02994349,0.5396720170974731
cg02994891,1.0493600368499756
cg02996066,0.02998179942369461
cg02999327,0.9893990159034729
cg03008783,0.5996360182762146
cg03010713,1.5590499639511108
cg03012457,0.05996359884738922
cg03017480,0.3597809970378876
cg03017497,1.6490000486373901
cg03022335,0.5396720170974731
cg03033070,0.11992699652910233
cg03036064,0.05996359884738922
cg03039483,0.05996359884738922
cg03044694,0.17989100515842438
cg03050127,0.02998179942369461
cg03050711,0.05996359884738922
cg03051836,1.5290700197219849
cg03053914,0.02998179942369461
cg03056190,0.02998179942369461
cg03059018,0.08994530141353607
cg03066211,0.08994530141353607
cg03069282,0.05996359884738922
cg03078535,1.1692899465560913
cg03082580,0.6296169757843018
cg03085921,0.50968998670578
cg03086565,0.02998179942369461
cg03086663,0.3597809970378876
cg03091146,0.05996359884738922
cg03092673,0.6296169757843018
cg03098356,0.14990900456905365
cg03098892,0.7195630073547363
cg03117327,0.20987200736999512
cg03123810,0.02998179942369461
cg03125285,0.7495449781417847
cg03130174,0.08994530141353607
cg03132556,0.2998180091381073
cg03133310,0.8694720268249512
cg03133868,1.0493600368499756
cg03144714,0.2998180091381073
cg03156304,1.0793399810791016
cg03158789,0.7495449781417847
cg03159396,0.11992699652910233
cg03162714,0.05996359884738922
cg03169371,0.3897629976272583
cg03173358,0.11992699652910233
cg03183597,0.2698360085487366
cg03184964,0.05996359884738922
cg03187378,0.44972699880599976
cg03187959,0.02998179942369461
cg03190580,0.9594169855117798
cg03196097,0.7795259952545166
cg03199289,0.11992699652910233
cg03199779,0.14990900456905365
cg03201458,0.14990900456905365
cg03202885,0.20987200736999512
cg03205252,0.02998179942369461
cg03206445,0.44972699880599976
cg03209410,0.02998179942369461
cg03218689,0.8694720268249512
cg03220194,0.02998179942369461
cg03225002,0.6595990061759949
cg03227556,0.17989100515842438
cg03231024,0.20987200736999512
cg03232860,1.1393100023269653
cg03236920,0.02998179942369461
cg03242400,1.4091399908065796
cg03249306,0.11992699652910233
cg03253445,0.02998179942369461
cg03260240,0.6296169757843018
cg03260249,0.7495449781417847
cg03261383,0.23985399305820465
cg03263433,0.11992699652910233
cg03266055,0.02998179942369461
cg03267882,0.7795259952545166
cg03268781,0.5696539878845215
cg03274991,0.11992699652910233
cg03280281,0.02998179942369461
cg03284649,0.17989100515842438
cg03286705,0.9294350147247314
cg03291757,1.7089600563049316
cg03295083,0.41974499821662903
cg03302758,0.08994530141353607
cg03308445,0.08994530141353607
cg03310335,0.11992699652910233
cg03311232,0.7495449781417847
cg03319479,0.5996360182762146
cg03326917,0.9594169855117798
cg03327468,0.3897629976272583
cg03329397,0.08994530141353607
cg03334222,0.6296169757843018
cg03350186,1.01937997341156
cg03357866,0.17989100515842438
cg03358610,0.05996359884738922
cg03365311,1.1692899465560913
cg03365548,0.14990900456905365
cg03366802,0.41974499821662903
cg03370106,0.05996359884738922
cg03371896,1.319200038909912
cg03372131,0.02998179942369461
cg03387624,0.2998180091381073
cg03388263,1.0493600368499756
cg03389662,0.08994530141353607
cg03392920,1.1992700099945068
cg03395787,0.8095080256462097
cg03397604,0.02998179942369461
cg03399957,1.6490000486373901
cg03401594,0.14990900456905365
cg03409866,0.02998179942369461
cg03410722,0.2698360085487366
cg03411242,0.05996359884738922
cg03411820,0.08994530141353607
cg03422175,0.14990900456905365
cg03425039,0.17989100515842438
cg03425126,0.05996359884738922
cg03427564,0.08994530141353607
cg03433736,0.8694720268249512
cg03436378,0.23985399305820465
cg03445175,0.08994530141353607
cg03450918,0.02998179942369461
cg03451546,0.8095080256462097
cg03462301,0.5996360182762146
cg03469153,1.9188300371170044
cg03469472,0.11992699652910233
cg03472204,0.17989100515842438
cg03480718,0.50968998670578
cg03480729,0.05996359884738922
cg03481781,0.02998179942369461
cg03485005,0.11992699652910233
cg03493387,0.5996360182762146
cg03496300,0.7795259952545166
cg03497693,0.11992699652910233
cg03510941,0.05996359884738922
cg03517030,0.11992699652910233
cg03520983,0.20987200736999512
cg03521793,0.08994530141353607
cg03524461,0.08994530141353607
cg03527353,0.7495449781417847
cg03528345,0.6895809769630432
cg03529432,1.1992700099945068
cg03535689,1.2292499542236328
cg03541927,0.11992699652910233
cg03543893,0.3897629976272583
cg03545303,1.2592300176620483
cg03547924,0.02998179942369461
cg03553364,0.8095080256462097
cg03556525,0.05996359884738922
cg03557129,1.1093300580978394
cg03565344,0.02998179942369461
cg03571891,1.4990899562835693
cg03572284,0.05996359884738922
cg03581876,1.1393100023269653
cg03586106,0.8394899964332581
cg03599829,0.02998179942369461
cg03601723,0.23985399305820465
cg03602189,0.11992699652910233
cg03603326,0.02998179942369461
cg03603997,0.11992699652910233
cg03604970,0.14990900456905365
cg03613012,1.1692899465560913
cg03635671,0.05996359884738922
cg03639783,0.9893990159034729
cg03643658,0.08994530141353607
cg03647858,0.08994530141353607
cg03649776,1.2292499542236328
cg03653835,0.17989100515842438
cg03657398,0.02998179942369461
cg03663215,0.5696539878845215
cg03665107,0.3597809970378876
cg03668274,0.8394899964332581
cg03668418,0.02998179942369461
cg03669298,0.2698360085487366
cg03670761,0.44972699880599976
cg03673311,0.02998179942369461
cg03673687,0.41974499821662903
cg03676512,1.1692899465560913
cg03677257,0.3597809970378876
cg03678139,0.17989100515842438
cg03678173,0.3597809970378876
cg03679521,1.1093300580978394
cg03681470,1.01937997341156
cg03686643,0.5396720170974731
